step,x_position,y_position,drivingMode,gameMode,frame,current_checkpoint,surface,reward,total_reward
574,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2283, 2283, 2283, 2283, 2283, 2283, 2283, 2283]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[366, 366, 366, 366, 366, 366, 366, 366]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[196. 196. 196. 196. 196. 196. 196. 196.]
575,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2282, 2282, 2282, 2282, 2282, 2282, 2282, 2282]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[370, 370, 370, 370, 370, 370, 370, 370]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[197. 197. 197. 197. 197. 197. 197. 197.]
576,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2280, 2280, 2280, 2280, 2280, 2280, 2280, 2280]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[374, 374, 374, 374, 374, 374, 374, 374]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[198. 198. 198. 198. 198. 198. 198. 198.]
577,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2279, 2279, 2279, 2279, 2279, 2279, 2279, 2279]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[378, 378, 378, 378, 378, 378, 378, 378]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[199. 199. 199. 199. 199. 199. 199. 199.]
578,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2276, 2276, 2276, 2276, 2276, 2276, 2276, 2276]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[382, 382, 382, 382, 382, 382, 382, 382]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[200. 200. 200. 200. 200. 200. 200. 200.]
579,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2274, 2274, 2274, 2274, 2274, 2274, 2274, 2274]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[386, 386, 386, 386, 386, 386, 386, 386]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[201. 201. 201. 201. 201. 201. 201. 201.]
580,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2270, 2270, 2270, 2270, 2270, 2270, 2270, 2270]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[390, 390, 390, 390, 390, 390, 390, 390]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[202. 202. 202. 202. 202. 202. 202. 202.]
581,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2267, 2267, 2267, 2267, 2267, 2267, 2267, 2267]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[394, 394, 394, 394, 394, 394, 394, 394]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[203. 203. 203. 203. 203. 203. 203. 203.]
582,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2262, 2262, 2262, 2262, 2262, 2262, 2262, 2262]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[398, 398, 398, 398, 398, 398, 398, 398]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[204. 204. 204. 204. 204. 204. 204. 204.]
583,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2255, 2255, 2255, 2255, 2255, 2255, 2255, 2255]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[402, 402, 402, 402, 402, 402, 402, 402]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[205. 205. 205. 205. 205. 205. 205. 205.]
584,"[3711, 3712, 3711, 3712, 3712, 3711, 3711, 3712]","[2248, 2248, 2248, 2248, 2248, 2248, 2248, 2248]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[406, 406, 406, 406, 406, 406, 406, 406]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[206. 206. 206. 206. 206. 206. 206. 206.]
585,"[3711, 3711, 3711, 3711, 3711, 3711, 3711, 3711]","[2239, 2239, 2239, 2239, 2239, 2239, 2239, 2239]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[410, 410, 410, 410, 410, 410, 410, 410]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[207. 207. 207. 207. 207. 207. 207. 207.]
586,"[3711, 3711, 3711, 3711, 3711, 3711, 3711, 3711]","[2229, 2229, 2229, 2229, 2229, 2229, 2229, 2229]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[414, 414, 414, 414, 414, 414, 414, 414]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[208. 208. 208. 208. 208. 208. 208. 208.]
587,"[3710, 3711, 3710, 3711, 3711, 3710, 3711, 3711]","[2218, 2218, 2218, 2218, 2218, 2218, 2218, 2218]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[418, 418, 418, 418, 418, 418, 418, 418]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[209. 209. 209. 209. 209. 209. 209. 209.]
588,"[3710, 3711, 3710, 3710, 3710, 3710, 3710, 3711]","[2206, 2206, 2206, 2206, 2206, 2206, 2206, 2206]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[422, 422, 422, 422, 422, 422, 422, 422]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[210. 210. 210. 210. 210. 210. 210. 210.]
589,"[3709, 3711, 3709, 3710, 3710, 3709, 3710, 3711]","[2192, 2192, 2192, 2192, 2192, 2192, 2192, 2192]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[426, 426, 426, 426, 426, 426, 426, 426]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[211. 211. 211. 211. 211. 211. 211. 211.]
590,"[3709, 3710, 3709, 3710, 3710, 3709, 3710, 3710]","[2176, 2176, 2176, 2176, 2176, 2176, 2176, 2176]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[430, 430, 430, 430, 430, 430, 430, 430]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[212. 212. 212. 212. 212. 212. 212. 212.]
591,"[3708, 3710, 3708, 3709, 3709, 3708, 3709, 3710]","[2157, 2157, 2157, 2157, 2157, 2157, 2157, 2157]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[434, 434, 434, 434, 434, 434, 434, 434]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[213. 213. 213. 213. 213. 213. 213. 213.]
592,"[3707, 3710, 3707, 3709, 3709, 3707, 3708, 3710]","[2136, 2136, 2136, 2136, 2136, 2136, 2136, 2136]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[438, 438, 438, 438, 438, 438, 438, 438]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[214. 214. 214. 214. 214. 214. 214. 214.]
593,"[3706, 3709, 3706, 3708, 3708, 3706, 3708, 3709]","[2111, 2111, 2111, 2111, 2111, 2111, 2111, 2111]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[442, 442, 442, 442, 442, 442, 442, 442]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[215. 215. 215. 215. 215. 215. 215. 215.]
594,"[3705, 3709, 3705, 3707, 3707, 3705, 3707, 3709]","[2083, 2083, 2083, 2083, 2083, 2083, 2083, 2083]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[446, 446, 446, 446, 446, 446, 446, 446]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[216. 216. 216. 216. 216. 216. 216. 216.]
595,"[3704, 3708, 3704, 3706, 3706, 3704, 3706, 3708]","[2054, 2054, 2054, 2054, 2054, 2054, 2054, 2054]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[450, 450, 450, 450, 450, 450, 450, 450]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[217. 217. 217. 217. 217. 217. 217. 217.]
596,"[3702, 3708, 3702, 3706, 3706, 3702, 3705, 3708]","[2022, 2022, 2022, 2022, 2022, 2022, 2022, 2022]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[454, 454, 454, 454, 454, 454, 454, 454]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[218. 218. 218. 218. 218. 218. 218. 218.]
597,"[3701, 3707, 3701, 3705, 3705, 3701, 3705, 3707]","[1988, 1988, 1988, 1988, 1988, 1988, 1988, 1988]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[458, 458, 458, 458, 458, 458, 458, 458]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[219. 219. 219. 219. 219. 219. 219. 219.]
598,"[3700, 3707, 3700, 3704, 3704, 3700, 3704, 3707]","[1952, 1952, 1952, 1952, 1952, 1952, 1952, 1952]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[462, 462, 462, 462, 462, 462, 462, 462]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[220. 220. 220. 220. 220. 220. 220. 220.]
599,"[3698, 3706, 3698, 3703, 3703, 3698, 3703, 3706]","[1915, 1915, 1915, 1915, 1915, 1915, 1915, 1915]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[466, 466, 466, 466, 466, 466, 466, 466]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[221. 221. 221. 221. 221. 221. 221. 221.]
600,"[3696, 3706, 3696, 3702, 3702, 3696, 3702, 3706]","[1877, 1877, 1877, 1877, 1877, 1877, 1877, 1877]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[470, 470, 470, 470, 470, 470, 470, 470]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[222. 222. 222. 222. 222. 222. 222. 222.]
601,"[3695, 3705, 3695, 3701, 3701, 3695, 3701, 3705]","[1848, 1848, 1848, 1848, 1848, 1848, 1848, 1848]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[473, 473, 473, 473, 473, 473, 473, 473]","[1, 1, 1, 1, 1, 1, 1, 1]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[223. 223. 223. 223. 223. 223. 223. 223.]
602,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[134, 134, 134, 134, 134, 134, 134, 134]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[224. 224. 224. 224. 224. 224. 224. 224.]
603,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[138, 138, 138, 138, 138, 138, 138, 138]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[224. 224. 224. 224. 224. 224. 224. 224.]
604,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[142, 142, 142, 142, 142, 142, 142, 142]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[224. 224. 224. 224. 224. 224. 224. 224.]
605,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[146, 146, 146, 146, 146, 146, 146, 146]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[224. 224. 224. 224. 224. 224. 224. 224.]
606,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[150, 150, 150, 150, 150, 150, 150, 150]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[224. 224. 224. 224. 224. 224. 224. 224.]
607,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[154, 154, 154, 154, 154, 154, 154, 154]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[224. 224. 224. 224. 224. 224. 224. 224.]
608,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[158, 158, 158, 158, 158, 158, 158, 158]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[224. 224. 224. 224. 224. 224. 224. 224.]
609,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[162, 162, 162, 162, 162, 162, 162, 162]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[224. 224. 224. 224. 224. 224. 224. 224.]
610,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[166, 166, 166, 166, 166, 166, 166, 166]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[224. 224. 224. 224. 224. 224. 224. 224.]
611,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[170, 170, 170, 170, 170, 170, 170, 170]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[224. 224. 224. 224. 224. 224. 224. 224.]
612,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[174, 174, 174, 174, 174, 174, 174, 174]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[224. 224. 224. 224. 224. 224. 224. 224.]
613,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[178, 178, 178, 178, 178, 178, 178, 178]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[224. 224. 224. 224. 224. 224. 224. 224.]
614,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[182, 182, 182, 182, 182, 182, 182, 182]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[224. 224. 224. 224. 224. 224. 224. 224.]
615,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[186, 186, 186, 186, 186, 186, 186, 186]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[224. 224. 224. 224. 224. 224. 224. 224.]
616,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[190, 190, 190, 190, 190, 190, 190, 190]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[224. 224. 224. 224. 224. 224. 224. 224.]
617,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[194, 194, 194, 194, 194, 194, 194, 194]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[224. 224. 224. 224. 224. 224. 224. 224.]
618,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[198, 198, 198, 198, 198, 198, 198, 198]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[224. 224. 224. 224. 224. 224. 224. 224.]
619,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[202, 202, 202, 202, 202, 202, 202, 202]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[224. 224. 224. 224. 224. 224. 224. 224.]
620,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[206, 206, 206, 206, 206, 206, 206, 206]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[224. 224. 224. 224. 224. 224. 224. 224.]
621,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[210, 210, 210, 210, 210, 210, 210, 210]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[224. 224. 224. 224. 224. 224. 224. 224.]
622,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[214, 214, 214, 214, 214, 214, 214, 214]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[224. 224. 224. 224. 224. 224. 224. 224.]
623,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[218, 218, 218, 218, 218, 218, 218, 218]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[224. 224. 224. 224. 224. 224. 224. 224.]
624,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[222, 222, 222, 222, 222, 222, 222, 222]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[224. 224. 224. 224. 224. 224. 224. 224.]
625,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[226, 226, 226, 226, 226, 226, 226, 226]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[224. 224. 224. 224. 224. 224. 224. 224.]
626,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[230, 230, 230, 230, 230, 230, 230, 230]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[224. 224. 224. 224. 224. 224. 224. 224.]
627,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[234, 234, 234, 234, 234, 234, 234, 234]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[224. 224. 224. 224. 224. 224. 224. 224.]
628,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[238, 238, 238, 238, 238, 238, 238, 238]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[224. 224. 224. 224. 224. 224. 224. 224.]
629,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[242, 242, 242, 242, 242, 242, 242, 242]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[224. 224. 224. 224. 224. 224. 224. 224.]
