time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/entropy_loss,train/loss,train/explained_variance,train/n_updates,train/clip_range,train/value_loss,train/clip_fraction,train/learning_rate,train/approx_kl,train/policy_gradient_loss,rollout/ep_rew_mean,rollout/ep_len_mean
965,196,155,150528,-0.0006142196879308256,1.6752387285232544,0.6602898240089417,585,0.2,2.559321785966555,0.0,0.00025,1.08859886e-10,2.667372528877523e-06,-6760.500358249999,74310.25
969,197,155,151296,-0.0005254155908510762,2.0031630992889404,0.6419896483421326,588,0.2,3.6388596163855658,0.0,0.00025,1.3595299e-09,1.3025775034394528e-06,-5989.1203252,66238.6
974,198,155,152064,-0.0006536263261093862,87.13117218017578,-0.019472956657409668,591,0.2,79.30764176117049,0.0,0.00025,7.4381745e-10,4.471467238747411e-06,-5989.1203252,66238.6
979,199,156,152832,-0.00042758819027868513,1.9930710792541504,0.43901485204696655,594,0.2,2.3853855861557856,0.0,0.00025,-1.2750488e-09,3.5666808899905946e-06,-5989.1203252,66238.6
984,200,156,153600,-0.0005008040938668677,1.7829936742782593,0.7086524963378906,597,0.2,3.1973367060224214,0.0,0.00025,-6.282536e-10,1.865924180795749e-06,-5497.716969166667,61110.0
988,201,156,154368,-0.0005150319638131703,4.13196325302124,0.007580995559692383,600,0.2,62.69445515341229,0.0,0.00025,-1.07871045e-10,4.164971566448609e-06,-5497.716969166667,61110.0
993,202,156,155136,-0.0005112221935835098,2.447960138320923,0.13717341423034668,603,0.2,2.67033224635654,0.0,0.00025,8.658058e-10,3.124923548764653e-06,-5497.716969166667,61110.0
1000,203,155,155904,-0.0004886476854153443,1.22197425365448,0.7192513942718506,606,0.2,2.5910095473130546,0.0,0.00025,-1.4466602e-09,1.1414522305130959e-06,-5497.716969166667,61110.0
1005,204,155,156672,-0.0005695940558830949,8.973878860473633,0.782534658908844,609,0.2,3.893417967690362,0.0,0.00025,1.8180941e-09,9.764529143770535e-07,-5497.716969166667,61110.0
1010,205,155,157440,-0.0004294084077021883,1.1205841302871704,0.7135879993438721,612,0.2,2.6358215336998305,0.0,0.00025,1.3199598e-09,1.7510772320545382e-06,-5497.716969166667,61110.0
1014,206,155,158208,-0.00044857539655317343,1.7115252017974854,0.8135467767715454,615,0.2,2.3095669042732982,0.0,0.00025,-1.167096e-10,1.0364132726358043e-06,-5497.716969166667,61110.0
1019,207,155,158976,-0.0004315968516392685,1.7047573328018188,0.7900316715240479,618,0.2,2.293851445118586,0.0008680555555555555,0.00025,0.009602406,-0.0005430957729307314,-5497.716969166667,61110.0
1023,208,156,159744,-0.0004823884199949033,1.5650023221969604,0.8426023125648499,621,0.2,3.4658744823601513,0.0,0.00025,6.1472366e-10,7.774037334861027e-07,-5497.716969166667,61110.0
1028,209,156,160512,-0.000609736907386428,3.8516156673431396,0.7110077142715454,624,0.2,2.1815640884968968,0.0,0.00025,4.0080175e-10,1.128691817737288e-06,-5497.716969166667,61110.0
1036,210,155,161280,-0.000617724135130023,1.6397711038589478,0.7452276349067688,627,0.2,1.9206748372978635,0.0,0.00025,3.7571843e-10,2.3632310330867767e-06,-5497.716969166667,61110.0
1040,211,155,162048,-0.0006522433824203392,2.125894069671631,0.811680257320404,630,0.2,2.9911974204911127,0.0,0.00025,1.8262915e-09,1.1729975489692556e-06,-5497.716969166667,61110.0
1045,212,155,162816,-0.0006473129421162108,1.8677952289581299,0.8583681583404541,633,0.2,1.9259692562950983,0.0,0.00025,-5.69545e-10,2.1194702842169336e-06,-5497.716969166667,61110.0
1049,213,155,163584,-0.0006109534232463273,5.539831638336182,0.806294322013855,636,0.2,3.750039261248377,0.0,0.00025,1.532084e-10,2.663686043686337e-06,-5060.9574274285715,56447.71428571428
1054,214,155,164352,-0.0007822748173364542,22.02938461303711,-0.06070303916931152,639,0.2,82.48931196663115,0.0,0.00025,-9.583445e-11,4.729585877309243e-06,-5060.9574274285715,56447.71428571428
1058,215,155,165120,-0.0005591809870869232,1.130981206893921,0.7181990742683411,642,0.2,3.933414469162623,0.0,0.00025,-2.716953e-09,2.084797920866145e-06,-5060.9574274285715,56447.71428571428
1063,216,155,165888,-0.0006433787679674828,1.9344902038574219,0.8400856256484985,645,0.2,2.3855559246407614,0.0,0.00025,-9.4744955e-11,2.448537593914403e-06,-5060.9574274285715,56447.71428571428
1071,217,155,166656,-0.0007005252288460421,1.9750455617904663,0.8586466312408447,648,0.2,1.9074109254611864,0.0,0.00025,-7.056376e-10,1.7758445917732186e-06,-5060.9574274285715,56447.71428571428
1075,218,155,167424,-0.0007647414046611326,3.1528923511505127,0.8612998723983765,651,0.2,2.3045694811476602,0.0,0.00025,-1.8800606e-09,1.4832670179506142e-06,-5060.9574274285715,56447.71428571428
1080,219,155,168192,-0.0010619575146443418,1.8572133779525757,0.8684614896774292,654,0.2,2.0650503502951727,0.0,0.00025,9.551613e-10,3.578063721458117e-06,-5060.9574274285715,56447.71428571428
1084,220,155,168960,-0.0010595755181081283,1.3059337139129639,0.8882757425308228,657,0.2,2.723960360719098,0.0,0.00025,9.468835e-10,2.366755830330981e-06,-5060.9574274285715,56447.71428571428
1089,221,155,169728,-0.0010429044026144159,2.2366185188293457,0.8834684491157532,660,0.2,3.2754331496026783,0.0,0.00025,2.2646727e-09,2.758331700331635e-06,-5060.9574274285715,56447.71428571428
1094,222,155,170496,-0.0010531545130005623,1.4435455799102783,0.9096996188163757,663,0.2,3.1944622496763864,0.0,0.00025,1.2125506e-09,4.6898882525662583e-07,-5060.9574274285715,56447.71428571428
1098,223,155,171264,-0.0012489314742399277,7.675907611846924,0.9233226776123047,666,0.2,2.058553481267558,0.0,0.00025,-6.2790423e-10,3.174594086077478e-06,-5060.9574274285715,56447.71428571428
1106,224,155,172032,-0.0015165217886937575,2.8512351512908936,0.9214041829109192,669,0.2,2.9630630562702813,0.0,0.00025,7.576091e-10,3.622049310555061e-06,-5060.9574274285715,56447.71428571428
1111,225,155,172800,-0.0015380220688206868,2.998424530029297,0.952968955039978,672,0.2,2.513783373766475,0.0,0.00025,3.638926e-10,1.874603589789735e-06,-5060.9574274285715,56447.71428571428
1115,226,155,173568,-0.001575132738152105,4.263974189758301,0.9222187995910645,675,0.2,2.9420940172341137,0.0,0.00025,1.085283e-09,1.8304369101921718e-06,-5060.9574274285715,56447.71428571428
1120,227,155,174336,-0.0013741726595779052,1.1493867635726929,0.9429115653038025,678,0.2,2.261515380607711,0.0008680555555555555,0.00025,0.0010349328,-4.390241681701607e-06,-5800.9128091249995,63878.375
1124,228,155,175104,-0.0015259489971665768,3.053689479827881,0.24550944566726685,681,0.2,71.84944348533948,0.0,0.00025,3.3032823e-09,1.3258049471510782e-05,-5800.9128091249995,63878.375
1129,229,155,175872,-0.001653955537929303,1.752922773361206,0.9668766260147095,684,0.2,2.036300390958786,0.0,0.00025,4.497482e-09,1.2451782822608948e-06,-5800.9128091249995,63878.375
1134,230,155,176640,-0.14338570688333777,1.46452796459198,0.9690444469451904,687,0.2,2.463205494814449,0.06293402777777778,0.00025,0.009412435,-0.0025681248743138793,-5800.9128091249995,63878.375
1141,231,155,177408,-0.0018593512084205737,1.0746418237686157,0.9794864654541016,690,0.2,1.7778991353180673,0.006076388888888889,0.00025,0.028159427,0.002239281234020988,-5800.9128091249995,63878.375
1146,232,155,178176,-0.0006174934905074122,1.0954533815383911,0.9766567945480347,693,0.2,2.2290258328947754,0.0,0.00025,1.3989089e-09,7.777837001615101e-07,-5800.9128091249995,63878.375
1151,233,155,178944,-0.0005348072485907727,0.7055466175079346,0.9783970713615417,696,0.2,2.1223511948353715,0.0,0.00025,8.1307877e-10,8.394514831403891e-07,-5800.9128091249995,63878.375
1155,234,155,179712,-0.0004970979421664702,2.127084493637085,0.9804366230964661,699,0.2,2.294744579328431,0.0,0.00025,1.0229858e-09,2.7024523458547062e-08,-5800.9128091249995,63878.375
1160,235,155,180480,-0.0005425864053702551,0.997477650642395,0.9700531959533691,702,0.2,1.411010441266828,0.0,0.00025,-2.4729255e-11,9.859342955880695e-07,-5800.9128091249995,63878.375
1164,236,155,181248,-0.0005280068875840192,2.920100688934326,0.9450446367263794,705,0.2,3.226288691163063,0.0,0.00025,7.048812e-10,4.372430137462086e-07,-5800.9128091249995,63878.375
1169,237,155,182016,-0.0006694703996698889,4.840834140777588,0.9436010718345642,708,0.2,3.763245426118374,0.0,0.00025,1.0392238e-09,-7.57540369199382e-07,-5800.9128091249995,63878.375
1176,238,155,182784,-0.0008224757297688888,1.3171800374984741,0.9646940231323242,711,0.2,2.078742894033591,0.0,0.00025,-1.3059301e-09,1.7682452582650715e-06,-5800.9128091249995,63878.375
1181,239,155,183552,-0.0009483361411386997,1.5602667331695557,0.9612669944763184,714,0.2,2.496422407527765,0.0,0.00025,8.3395574e-10,1.696003083553579e-06,-5800.9128091249995,63878.375
1186,240,155,184320,-0.0009706054519887806,1.3996349573135376,0.9630125164985657,717,0.2,1.3635923233297136,0.0,0.00025,8.447761e-10,2.3448762173453965e-06,-5800.9128091249995,63878.375
1190,241,155,185088,-0.0010104522573076086,1.7932449579238892,0.9449389576911926,720,0.2,1.611346693502532,0.0,0.00025,5.881837e-10,2.0254261067344082e-06,-5800.9128091249995,63878.375
1195,242,155,185856,-0.0010554142661728999,2.6227738857269287,0.9019923210144043,723,0.2,1.7316667818360858,0.0,0.00025,-1.2612607e-10,4.96065088858207e-06,-5800.9128091249995,63878.375
1200,243,155,186624,-0.001088102770962804,2.3752825260162354,0.8989157676696777,726,0.2,2.087445508274767,0.0,0.00025,1.0138285e-09,3.236850413183371e-06,-5800.9128091249995,63878.375
1204,244,155,187392,-0.0012552175547979358,4.756198883056641,0.8674469590187073,729,0.2,1.9014442695511713,0.0008680555555555555,0.00025,0.010934508,-0.0005010324724329015,-5800.9128091249995,63878.375
1212,245,155,188160,-0.0013787626642927837,1.447043776512146,0.8513956665992737,732,0.2,2.595286632577578,0.0,0.00025,8.8913527e-10,4.558054368115134e-06,-5800.9128091249995,63878.375
1216,246,155,188928,-0.0015610732653941442,0.6071357727050781,0.8160459399223328,735,0.2,3.6781812724139957,0.0,0.00025,8.420405e-10,2.827766972283522e-06,-5800.9128091249995,63878.375
1221,247,155,189696,-0.0020005053374916315,0.8616848587989807,0.8739732503890991,738,0.2,2.3573567420244217,0.0,0.00025,1.7646565e-09,8.3682373062604e-06,-5800.9128091249995,63878.375
1226,248,155,190464,-0.0020845842987505924,2.022629976272583,0.8769946098327637,741,0.2,2.7282642937368817,0.0,0.00025,1.1921392e-09,6.79163753779398e-06,-5800.9128091249995,63878.375
1230,249,155,191232,-0.0004540329399686824,8.685267448425293,0.8808337450027466,744,0.2,2.5858149553338685,0.0008680555555555555,0.00025,0.010559511,-8.7609517827837e-05,-5800.9128091249995,63878.375
1235,250,155,192000,-0.00033629879140385636,1.149869441986084,0.8881324529647827,747,0.2,2.4867632438739142,0.0,0.00025,-5.6620725e-10,4.669321545710166e-07,-5800.9128091249995,63878.375
1240,251,155,192768,-0.0004341454534571514,1.6290125846862793,0.821082353591919,750,0.2,3.6669522581828966,0.0,0.00025,7.946591e-11,5.278691080295378e-07,-5800.9128091249995,63878.375
1247,252,155,193536,-0.0004288120892144636,1.682364583015442,0.7729101181030273,753,0.2,1.8441480687922902,0.0,0.00025,4.8744415e-11,7.376495179616743e-07,-5800.9128091249995,63878.375
1252,253,155,194304,-0.00046825214424946654,8.25532341003418,0.7604542970657349,756,0.2,3.0873646570576563,0.0,0.00025,-1.1108625e-10,1.6945414245128632e-06,-5800.9128091249995,63878.375
1256,254,155,195072,-0.0005827821745090963,0.9284006953239441,0.759335994720459,759,0.2,1.623810999509361,0.0,0.00025,6.008113e-11,1.1467135563078855e-06,-5800.9128091249995,63878.375
1261,255,155,195840,-0.0006436598980346591,4.637532711029053,0.775859534740448,762,0.2,1.8305355136593182,0.0,0.00025,9.791469e-10,1.1324494456251462e-06,-5800.9128091249995,63878.375
1265,256,155,196608,-0.0007791984300840542,7.746150493621826,0.7995578646659851,765,0.2,2.0286634208427534,0.0,0.00025,-1.1221886e-09,6.447339223490821e-07,-5800.9128091249995,63878.375
1270,257,155,197376,-0.0008993676060021648,0.7908591032028198,0.7932478785514832,768,0.2,1.0190211186806362,0.0,0.00025,-1.2202008e-09,7.537051310969723e-07,-5800.9128091249995,63878.375
1274,258,155,198144,-0.0009736681272948368,2.0194807052612305,0.6899144053459167,771,0.2,1.620304748415947,0.0,0.00025,6.9798034e-10,2.9429469981955158e-06,-5800.9128091249995,63878.375
1282,259,155,198912,-0.0010341759957049766,1.2548795938491821,0.7004706263542175,774,0.2,2.1938070158163705,0.0,0.00025,-6.8458426e-11,2.059548731065459e-06,-5800.9128091249995,63878.375
1286,260,155,199680,-0.001148941172383881,2.607952117919922,0.6827471852302551,777,0.2,2.0446508187386723,0.0,0.00025,7.607781e-10,5.9152468262861175e-06,-5800.9128091249995,63878.375
1291,261,155,200448,-0.001208836611315039,1.272881031036377,0.8207457065582275,780,0.2,1.9032168222798242,0.0,0.00025,2.1482596e-09,4.022236680611968e-06,-5800.9128091249995,63878.375
1295,262,155,201216,-0.0012835577718861815,1.0697920322418213,0.8513845205307007,783,0.2,1.51129542870654,0.0,0.00025,1.5514559e-09,4.820059984922409e-06,-5800.9128091249995,63878.375
1300,263,155,201984,-0.0012674549305100096,0.9044474363327026,0.8436970710754395,786,0.2,3.758120684987969,0.0,0.00025,1.2888819e-09,4.676494023038282e-06,-5800.9128091249995,63878.375
1305,264,155,202752,-0.0012213465799706886,1.490432620048523,0.8291378021240234,789,0.2,1.687357597053051,0.0,0.00025,1.5550986e-09,3.058683230645127e-06,-5800.9128091249995,63878.375
1309,265,155,203520,-0.0015020892994167905,2.06105375289917,0.7273967266082764,792,0.2,2.5368779914246664,0.0,0.00025,9.609854e-10,3.122504697077804e-06,-5800.9128091249995,63878.375
1317,266,155,204288,-0.002034166357285964,2.3464884757995605,0.636893630027771,795,0.2,2.49729273468256,0.0,0.00025,9.77631e-10,3.057279779265324e-06,-5800.9128091249995,63878.375
1321,267,155,205056,-0.003113030494811634,1.742700457572937,0.6993396282196045,798,0.2,1.4056424813138113,0.0,0.00025,5.5817204e-09,2.792421987073289e-06,-5800.9128091249995,63878.375
1326,268,155,205824,-0.005537654541613948,0.8781157732009888,0.6450982093811035,801,0.2,1.6330998332964048,0.0,0.00025,1.3725862e-07,1.6565976289307906e-05,-5800.9128091249995,63878.375
1330,269,155,206592,-0.01792846718389127,1.3848735094070435,0.6796023845672607,804,0.2,1.4075411210457485,0.0,0.00025,4.559241e-06,2.1875926500393285e-05,-5800.9128091249995,63878.375
1335,270,155,207360,-0.0024030648900305904,0.624110758304596,0.7418500185012817,807,0.2,1.1249916690091293,0.005642361111111111,0.00025,0.04091831,0.002069282507161713,-5800.9128091249995,63878.375
1340,271,155,208128,-0.000152640354119487,0.9161558747291565,0.627587080001831,810,0.2,2.026263708455695,0.0,0.00025,3.9482728e-10,3.855481433371703e-07,-5800.9128091249995,63878.375
1344,272,155,208896,-0.000142616137660904,0.9746647477149963,0.6097245812416077,813,0.2,1.7273180799351797,0.0,0.00025,1.03340746e-10,4.5870223806964026e-07,-5800.9128091249995,63878.375
1352,273,155,209664,-0.00014353270671563223,3.454601287841797,0.6137943863868713,816,0.2,2.620159260928631,0.0,0.00025,-2.0218287e-10,1.5276277230845557e-07,-5800.9128091249995,63878.375
1356,274,155,210432,-0.00015416905555159447,1.094412922859192,0.7078285217285156,819,0.2,2.0390240939127073,0.0,0.00025,-3.1658942e-10,3.622974165611797e-07,-5800.9128091249995,63878.375
1361,275,155,211200,-0.00015160249687242968,2.0917606353759766,0.8123729825019836,822,0.2,2.7026325687766075,0.0,0.00025,-1.0054556e-09,2.1773545692364374e-07,-5800.9128091249995,63878.375
1365,276,155,211968,-0.00018662247526258903,3.1254489421844482,0.6223674416542053,825,0.2,2.4492218320568404,0.0,0.00025,4.4918735e-10,8.034338760707113e-07,-5800.9128091249995,63878.375
1370,277,155,212736,-0.0001683936489927065,1.7122739553451538,0.7331550717353821,828,0.2,2.2353829460011587,0.0013020833333333333,0.00025,0.00018907255,-1.823581341240141e-07,-5800.9128091249995,63878.375
1375,278,155,213504,-0.0001541047038497507,4.383077621459961,0.720892071723938,831,0.2,3.6310883859793344,0.0,0.00025,-7.879845e-10,2.331669545835919e-07,-5800.9128091249995,63878.375
1379,279,155,214272,-0.00018016775074000988,2.9683523178100586,0.747025728225708,834,0.2,1.9649625437127218,0.0,0.00025,9.616071e-11,4.0691035489241284e-07,-5800.9128091249995,63878.375
1384,280,155,215040,-0.00013788623507732863,18.792516708374023,0.7665743827819824,837,0.2,4.31091224650542,0.0,0.00025,1.2144508e-10,6.18217099044058e-07,-5800.9128091249995,63878.375
1388,281,155,215808,-9.255700802491952e-05,1.0515844821929932,0.8381589651107788,840,0.2,1.7129409660895665,0.0,0.00025,1.1583406e-09,1.4273811959558063e-07,-5800.9128091249995,63878.375
1393,282,155,216576,-9.441364242472143e-05,1.3536264896392822,0.7845538258552551,843,0.2,1.6773330320914586,0.0,0.00025,-3.5847472e-10,3.6927910211185616e-07,-5800.9128091249995,63878.375
1398,283,155,217344,-9.535057829958128e-05,2.136427402496338,0.8201524615287781,846,0.2,2.4386897260944047,0.0,0.00025,-1.5498047e-09,2.7759233489632607e-07,-5800.9128091249995,63878.375
1407,284,155,218112,-0.00010029984039445278,4.076876640319824,0.8726992607116699,849,0.2,2.857846755120489,0.0,0.00025,-4.291838e-10,1.8008803534838887e-07,-5800.9128091249995,63878.375
1411,285,155,218880,-9.781270808970375e-05,1.0853633880615234,0.8992750644683838,852,0.2,1.811534626616372,0.0,0.00025,3.7109663e-10,2.0650137836734453e-07,-5800.9128091249995,63878.375
1416,286,155,219648,-0.0001097113773640659,1.801754355430603,0.7607276439666748,855,0.2,2.164928110109435,0.0,0.00025,1.529053e-09,3.5444584985574085e-07,-5443.233627444443,60147.88888888889
1421,287,155,220416,-0.0002311947564521688,25.529266357421875,-0.06068456172943115,858,0.2,75.15722210870848,0.0,0.00025,3.6812609e-09,1.641775209767123e-05,-5443.233627444443,60147.88888888889
1427,288,154,221184,-0.0001064245551687135,2.637277603149414,-1.0421993732452393,861,0.2,2.3748925344811544,0.0,0.00025,2.459505e-10,1.7011253577139642e-06,-5443.233627444443,60147.88888888889
1431,289,155,221952,-0.00013760067253719576,2.018476963043213,0.4119681715965271,864,0.2,3.011164020333025,0.0,0.00025,-3.8882142e-10,6.511658688800203e-07,-5443.233627444443,60147.88888888889
1437,290,154,222720,-0.00015358378216963806,0.9651479721069336,0.6270449161529541,867,0.2,2.160255311263932,0.0,0.00025,-8.4968593e-10,1.9943884884317717e-07,-5443.233627444443,60147.88888888889
1441,291,154,223488,-0.00015213381720968755,2.58091139793396,0.7302892804145813,870,0.2,2.562545287940237,0.0,0.00025,-7.908545e-10,3.9859312689966623e-07,-5443.233627444443,60147.88888888889
1446,292,155,224256,-0.0001633397419532735,1.1757988929748535,0.5836077332496643,873,0.2,1.8100030455324385,0.0,0.00025,5.6706756e-10,2.1986973782380423e-07,-5443.233627444443,60147.88888888889
1451,293,155,225024,-0.0001650658736657028,1.9537250995635986,0.636755645275116,876,0.2,2.5145859072605767,0.0,0.00025,-1.1192114e-10,1.6778034882413016e-07,-5443.233627444443,60147.88888888889
1456,294,155,225792,-0.00020069466113960111,2.0824391841888428,0.7766082286834717,879,0.2,1.9206690473688974,0.0,0.00025,6.59601e-10,4.839320253166887e-07,-5443.233627444443,60147.88888888889
1460,295,155,226560,-0.00020233548538170807,2.3360884189605713,0.842841386795044,882,0.2,2.2443857342004776,0.0,0.00025,-4.667478e-10,3.8154474976989957e-07,-5443.233627444443,60147.88888888889
1465,296,155,227328,-0.0001969415190817219,3.2439005374908447,0.8312830924987793,885,0.2,2.677127202351888,0.0,0.00025,1.8029477e-09,4.3977828075488407e-07,-5443.233627444443,60147.88888888889
1473,297,154,228096,-0.0002025335395753953,3.6486623287200928,0.7601499557495117,888,0.2,3.0505131342344813,0.0,0.00025,-5.6546234e-10,3.0180995559526815e-07,-5443.233627444443,60147.88888888889
1477,298,154,228864,-0.00024117432581584176,1.9245818853378296,0.7092359662055969,891,0.2,3.0363275019658937,0.0,0.00025,-6.2849753e-10,4.490138962864876e-07,-5443.233627444443,60147.88888888889
1482,299,154,229632,-0.00022147914347038345,3.626054286956787,0.6775251626968384,894,0.2,2.1193256229162216,0.0,0.00025,1.4559779e-09,6.371410563588142e-07,-5443.233627444443,60147.88888888889
1487,300,154,230400,-0.00029508668497631635,4.244421005249023,0.7030368447303772,897,0.2,4.066319632861349,0.0,0.00025,1.1335525e-11,3.146770824160841e-07,-5443.233627444443,60147.88888888889
1492,301,154,231168,-0.00026131097769798036,0.9860188961029053,0.4196092486381531,900,0.2,2.1481243057383432,0.0,0.00025,-3.7439088e-10,1.4520192053169012e-06,-5443.233627444443,60147.88888888889
1497,302,154,231936,-0.0002851724036898102,5.103531360626221,0.48441946506500244,903,0.2,2.4236384017599955,0.0,0.00025,-4.1097317e-10,8.398330666952663e-07,-5443.233627444443,60147.88888888889
1501,303,154,232704,-0.00041471038437319093,0.9192817807197571,0.6385572552680969,906,0.2,2.576623620258437,0.0,0.00025,-2.1552182e-10,6.845608974496523e-07,-5443.233627444443,60147.88888888889
1508,304,154,233472,-0.00048246231219511374,3.006150245666504,0.716750979423523,909,0.2,1.8459661818212934,0.0,0.00025,-8.22439e-10,8.730243684517013e-07,-5443.233627444443,60147.88888888889
1513,305,154,234240,-0.0005381096291077685,1.7277251482009888,0.7118151187896729,912,0.2,1.8397554987006717,0.0,0.00025,7.674383e-10,7.963325414392683e-07,-5443.233627444443,60147.88888888889
1518,306,154,235008,-0.0006771935675513103,0.7810500264167786,0.7383334040641785,915,0.2,1.3423529499106936,0.0,0.00025,3.0607103e-10,9.310638739003075e-07,-5443.233627444443,60147.88888888889
1523,307,154,235776,-0.0009439682932376551,1.9103506803512573,0.6195815801620483,918,0.2,2.261188062528769,0.0,0.00025,-7.263689e-10,2.8042349084797834e-06,-5443.233627444443,60147.88888888889
1527,308,154,236544,-0.0014259414909045314,2.004279851913452,0.696723222732544,921,0.2,2.0560032203793526,0.0,0.00025,3.8242027e-09,1.3341325231724315e-06,-5443.233627444443,60147.88888888889
1532,309,154,237312,-0.004040451691253111,2.730154514312744,0.7457648515701294,924,0.2,1.8864632824228869,0.0,0.00025,1.15480134e-07,1.273457504188021e-05,-5443.233627444443,60147.88888888889
1537,310,154,238080,-0.03764546431547286,1.8787957429885864,0.6904380917549133,927,0.2,1.2182052814298205,0.02734375,0.00025,0.0072321445,0.0003023481436280741,-5443.233627444443,60147.88888888889
1545,311,154,238848,-0.00016899764401993403,1.0666861534118652,0.590580940246582,930,0.2,2.1091991000705295,0.0,0.00025,-3.6119374e-10,5.533866998222139e-07,-5443.233627444443,60147.88888888889
1549,312,154,239616,-0.00014582897872767516,2.6974873542785645,0.6085243821144104,933,0.2,2.771543054117097,0.0,0.00025,-2.1906595e-10,3.716623824503687e-07,-5443.233627444443,60147.88888888889
1554,313,154,240384,-0.00012290856779549763,0.8691838383674622,0.6155169010162354,936,0.2,2.145153648323483,0.0,0.00025,-2.3751223e-10,3.6637842034300167e-07,-5443.233627444443,60147.88888888889
1559,314,154,241152,-0.00011830140910104901,1.4520349502563477,0.5948954820632935,939,0.2,2.3462020771370993,0.0,0.00025,-2.1265922e-09,2.942009208103021e-07,-5443.233627444443,60147.88888888889
1564,315,154,241920,-0.0001164413093243234,1.148949146270752,0.6747111082077026,942,0.2,1.4878250194920435,0.0,0.00025,-7.350642e-10,4.2527810566955145e-07,-5443.233627444443,60147.88888888889
1568,316,154,242688,-0.0001251977412013932,2.0365357398986816,0.7213751077651978,945,0.2,1.8854923273126285,0.0,0.00025,1.4614262e-09,3.572042462312513e-07,-5443.233627444443,60147.88888888889
1573,317,154,243456,-0.00016820172145849533,3.7087106704711914,0.794251561164856,948,0.2,2.968331742617819,0.0,0.00025,-4.239844e-10,4.522605902618832e-07,-5443.233627444443,60147.88888888889
1581,318,154,244224,-0.0001735057867335854,0.9530307054519653,0.8262312412261963,951,0.2,1.9760671994752355,0.0,0.00025,-2.0157553e-09,2.631730037844843e-07,-5443.233627444443,60147.88888888889
1586,319,154,244992,-0.0001750185155186854,2.9207603931427,0.7752328515052795,954,0.2,1.7113739935060341,0.0,0.00025,-9.941014e-10,2.902233973145485e-07,-5443.233627444443,60147.88888888889
1590,320,154,245760,-0.00020446629726696605,0.8100336790084839,0.7895423173904419,957,0.2,1.1803793733318646,0.0,0.00025,-1.1219434e-09,4.6980049875047473e-07,-5443.233627444443,60147.88888888889
1595,321,154,246528,-0.00018063961134531483,1.8549885749816895,0.7306761741638184,960,0.2,2.5068824481632976,0.0,0.00025,1.3667787e-09,4.191711519120468e-07,-5443.233627444443,60147.88888888889
1600,322,154,247296,-0.00021444298909045756,4.061976432800293,0.7652381658554077,963,0.2,2.405600549860133,0.0,0.00025,1.1604845e-09,4.3958425521850586e-07,-5443.233627444443,60147.88888888889
1605,323,154,248064,-0.00026802855589064874,3.1960582733154297,0.742275059223175,966,0.2,1.8387041000856295,0.0,0.00025,-1.4449159e-09,7.03989321158992e-07,-5443.233627444443,60147.88888888889
1612,324,154,248832,-0.00033503695198709867,0.6245101690292358,0.6932510137557983,969,0.2,1.7384303857882817,0.0,0.00025,-3.4178407e-10,1.380756859564119e-06,-5443.233627444443,60147.88888888889
1617,325,154,249600,-0.00034798120032064617,0.9764347672462463,0.8104819655418396,972,0.2,1.2557856945527925,0.0,0.00025,-3.722711e-10,3.866928940018018e-07,-5443.233627444443,60147.88888888889
1622,326,154,250368,-0.18227179619498202,1.071540117263794,0.696138858795166,975,0.2,1.9188640688856442,0.059895833333333336,0.00025,1.1208973,0.0008457583220054706,-5443.233627444443,60147.88888888889
1627,327,154,251136,-0.050917561081910714,1.6159627437591553,0.6778708696365356,978,0.2,2.8759350520041256,0.008680555555555556,0.00025,0.006999796,0.0029738637450565067,-5443.233627444443,60147.88888888889
1632,328,154,251904,-0.017005556561444892,1.3056786060333252,0.6522158980369568,981,0.2,2.670147600273291,0.011284722222222222,0.00025,0.106608726,0.004461809443051202,-5443.233627444443,60147.88888888889
1636,329,154,252672,-0.0001630378741942372,1.2407602071762085,0.7139365673065186,984,0.2,1.0757225499384933,0.0,0.00025,6.2297306e-10,4.510640994542175e-07,-5443.233627444443,60147.88888888889
1641,330,154,253440,-0.00012057894026737713,1.3264267444610596,0.5997239351272583,987,0.2,1.8711824044585228,0.0008680555555555555,0.00025,0.010580458,-0.00016845901457903287,-5443.233627444443,60147.88888888889
1649,331,154,254208,-0.00011324770356521994,1.67926025390625,0.4969438314437866,990,0.2,2.2198026585910053,0.0,0.00025,-6.617432e-11,5.880784657266405e-07,-5443.233627444443,60147.88888888889
1654,332,154,254976,-0.00012055045428698779,1.4946093559265137,0.38398295640945435,993,0.2,2.2776398758093515,0.0,0.00025,-6.14724e-10,2.9876698843306963e-07,-5443.233627444443,60147.88888888889
1658,333,154,255744,-0.00011848520605579122,0.9901030659675598,0.4404933452606201,996,0.2,2.009514681994915,0.0,0.00025,-8.8609414e-10,7.395153968698448e-07,-5443.233627444443,60147.88888888889
1663,334,154,256512,-9.168043672818587e-05,1.9590502977371216,0.6114121675491333,999,0.2,2.399821932117144,0.0,0.00025,-1.098142e-09,2.3209981413351164e-07,-5443.233627444443,60147.88888888889
1668,335,154,257280,-8.611130023281375e-05,1.7370814085006714,0.5941770672798157,1002,0.2,2.6314650310410395,0.0,0.00025,-1.4895631e-09,3.1355820182296964e-07,-5443.233627444443,60147.88888888889
