time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/fps,time/total_timesteps,train/learning_rate,train/n_updates,train/clip_range,train/clip_fraction,train/explained_variance,train/loss,train/approx_kl,train/policy_gradient_loss,train/entropy_loss,train/value_loss
4293,1385.15,671.9203499199998,149,213,915456,0.00025,592,0.2,0.3090006510416667,0.976593017578125,1.930593490600586,0.0254102,0.002821903433262681,-7.3975221912066145,6.414459404846032
4322,1246.66,710.0779498700001,150,213,921600,0.00025,596,0.2,0.326904296875,0.9535643458366394,3.9354963302612305,0.026539207,0.004945712695189286,-7.319876745343208,12.082861791054407
4352,1060.2,798.9865999100001,151,213,927744,0.00025,600,0.2,0.3155924479166667,0.9726121425628662,3.3692848682403564,0.017975261,0.007492257592578729,-7.339683453241984,10.51098603506883
4384,1011.31,797.4382498699998,152,212,933888,0.00025,604,0.2,0.3678792317708333,0.9759820699691772,3.9975008964538574,0.053704757,0.007229650710845211,-7.372184986869494,9.857713838418325
4415,1020.18,790.7416998299999,153,212,940032,0.00025,608,0.2,0.4150390625,0.9447200894355774,4.35615348815918,0.046614837,0.020100612338865176,-7.45644926528136,14.113351886471113
4437,1112.61,747.8732999299999,154,213,946176,0.00025,612,0.2,0.383544921875,0.9756680130958557,2.861844539642334,0.047351476,0.013938771551086878,-7.3871830701828,7.201176742712657
4463,1196.1,695.92574987,155,213,952320,0.00025,616,0.2,0.4004720052083333,0.9667321443557739,3.2105610370635986,0.028659716,0.003352663336651555,-7.308546548088391,8.336920117338499
4489,1262.33,666.4756497599999,156,213,958464,0.00025,620,0.2,0.3675130208333333,0.9504659175872803,3.6470603942871094,0.03765424,0.010214792700329175,-7.349430417021115,10.33049706617991
4511,1250.79,682.9582497900001,157,213,964608,0.00025,624,0.2,0.4235432942708333,0.9691688418388367,1.8986390829086304,0.03361481,0.020312815632981557,-7.282445013523102,8.454947220782438
4538,1298.4,680.29999973,158,213,970752,0.00025,628,0.2,0.3505452473958333,0.9713132977485657,3.345296859741211,0.036798473,0.005118601737194695,-7.256930261850357,9.274434705575308
4570,1298.05,692.2830496500001,159,213,976896,0.00025,632,0.2,0.4325358072916667,0.9640104174613953,3.794053077697754,0.038993057,0.008171290513322068,-7.293925737341245,9.842211345831553
4611,1251.15,764.8606496800002,160,213,983040,0.00025,636,0.2,0.4588216145833333,0.9785404205322266,3.3012919425964355,0.037891764,0.02073597988783149,-7.172699416677157,6.6129293863972025
4653,1264.61,793.25469977,161,212,989184,0.00025,640,0.2,0.3510335286458333,0.9403442740440369,4.411104679107666,0.033554625,0.004217404062122417,-7.174494872490565,14.578734343250593
4683,1331.77,794.6127998199997,162,212,995328,0.00025,644,0.2,0.4593912760416667,0.9799244403839111,1.7722749710083008,0.039695304,0.014719226099259686,-7.2687945912281675,5.662220189968745
4714,1382.95,779.2211497800001,163,212,1001472,0.00025,648,0.2,0.3846435546875,0.9736791849136353,5.560118198394775,0.02526407,0.006523774699113953,-7.291517540812492,8.406007170677185
