time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/value_loss,train/learning_rate,train/clip_fraction,train/clip_range,train/n_updates,train/explained_variance,train/loss,train/entropy_loss,train/policy_gradient_loss,train/approx_kl
5061,147,903168,845.87,-369.75395889999993,178,35.72776879866918,0.00025,0.3892008463541667,0.2,584,0.8752193450927734,11.105691909790039,-5.6262197047472,0.010629210887903659,0.0356212
5089,148,909312,739.06,-244.043046,178,34.840653002262115,0.00025,0.3965657552083333,0.2,588,0.8997835516929626,14.331191062927246,-5.491437902053197,0.013707136914793713,0.04562031
5119,149,915456,670.74,-129.25328006,178,15.19562474389871,0.00025,0.4486897786458333,0.2,592,0.9278499484062195,7.311524391174316,-5.259592781464259,0.024593105583335273,0.058601547
5150,150,921600,650.12,-103.95405098,178,13.070868213971456,0.00025,0.4237874348958333,0.2,596,0.9403737187385559,4.665282249450684,-5.418979908029239,0.016206118479506888,0.046792213
5180,151,927744,688.57,-139.31128184000002,179,16.5370135307312,0.00025,0.3419189453125,0.2,600,0.9443431496620178,6.072371006011963,-5.2769811997811,0.005899078365473542,0.041335482
5210,152,933888,670.93,-135.75504793,179,24.04723545908928,0.00025,0.442626953125,0.2,604,0.9110128283500671,6.125908374786377,-5.300228660305341,0.02438428547854225,0.038432572
5240,153,940032,664.16,-125.80710703000001,179,17.05078585942586,0.00025,0.3559163411458333,0.2,608,0.9303866028785706,5.069153785705566,-5.342735081911087,0.006805351377503636,0.036955718
5270,154,946176,636.46,-84.94591915000001,179,13.648234749833742,0.00025,0.4548746744791667,0.2,612,0.9542226791381836,3.718479633331299,-5.240660220384598,0.014160035891109146,0.038725164
5299,155,952320,677.67,-152.97640416000002,179,10.616501460472742,0.00025,0.4032389322916667,0.2,616,0.9602525234222412,3.209778308868408,-5.18673416475455,0.014333352669685459,0.057214886
5341,156,958464,718.83,-223.80706915,179,19.33968608578046,0.00025,0.3619791666666667,0.2,620,0.926150918006897,9.354914665222168,-5.366717760761579,0.013629053340991959,0.047859218
5377,157,964608,749.15,-290.18009524999997,179,24.665144711732864,0.00025,0.3876546223958333,0.2,624,0.9193099737167358,10.886876106262207,-5.245895211895307,0.007637271034279062,0.040292382
5411,158,970752,684.03,-197.5781622,179,22.222314397494,0.00025,0.34423828125,0.2,628,0.9212594032287598,8.234561920166016,-5.217118993401527,0.0032898362066286304,0.036343995
5438,159,976896,628.24,-117.82622020000001,179,17.150365124146145,0.00025,0.3472900390625,0.2,632,0.9360477328300476,3.602311849594116,-4.900341014067332,0.011150287674657497,0.03666365
5467,160,983040,591.62,-59.58000905000001,179,13.530933941404024,0.00025,0.3655598958333333,0.2,636,0.9498261213302612,4.964239120483398,-4.918230478962262,0.008836971059887825,0.020741612
5497,161,989184,578.71,-40.81265210000001,179,17.378939002752304,0.00025,0.3920491536458333,0.2,640,0.9312893748283386,6.424371719360352,-4.913377816478412,0.007570608679088764,0.045627672
5526,162,995328,553.13,2.5989128600000013,180,7.477926048139731,0.00025,0.3400472005208333,0.2,644,0.9637114405632019,2.829050302505493,-4.853511855006218,0.008458956285418632,0.023127735
5565,163,1001472,547.95,28.268217939999996,179,9.996633087595304,0.00025,0.28466796875,0.2,648,0.9568285346031189,3.4785513877868652,-4.92781541744868,0.005766656384366797,0.017294029
