rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/iterations,time/fps,train/clip_fraction,train/n_updates,train/entropy_loss,train/explained_variance,train/clip_range,train/value_loss,train/approx_kl,train/learning_rate,train/policy_gradient_loss,train/loss
2224.0,722,-401.13139994,184320,30,254,0.3196614583333333,116,-7.837523028254509,0.9892319440841675,0.2,5.42231256266435,0.017784828,0.00025,0.013068384980821671,2.503486394882202
2224.0,748,-388.4550665899999,190464,31,254,0.24959309895833334,120,-7.896186138192813,0.988370954990387,0.2,5.389838536580403,0.019349923,0.00025,0.007153213327304305,2.1631152629852295
2224.0,773,-381.75906659,196608,32,254,0.203125,124,-7.847489441434543,0.9875714182853699,0.2,5.660671174526215,0.0152844265,0.00025,0.007492695561571357,2.4125471115112305
2224.0,799,-370.19139989999996,202752,33,253,0.3175862630208333,128,-7.77889950076739,0.9857430458068848,0.2,4.608724159499009,0.018564424,0.00025,0.00871387869604708,1.7378700971603394
2224.0,824,-359.91473325,208896,34,253,0.2467041015625,132,-7.717879042029381,0.9862499833106995,0.2,5.080865184466044,0.025290677,0.00025,0.0053149614711098065,2.1479852199554443
2224.0,850,-352.9663999999999,215040,35,252,0.2519938151041667,136,-7.771462659041087,0.9900246858596802,0.2,4.582779660820961,0.016742952,0.00025,0.007914822211508485,2.034254789352417
2224.0,876,-354.0680667,221184,36,252,0.5950927734375,140,-7.653912658492724,0.9898622035980225,0.2,4.741120055317879,0.18048175,0.00025,0.07836894311670524,1.7583496570587158
2224.0,902,-357.75273334999997,227328,37,251,0.3789876302083333,144,-7.78318552672863,0.988100528717041,0.2,5.1519283801317215,0.0215536,0.00025,0.02840650579795086,1.8992998600006104
2224.0,927,-360.97940001,233472,38,251,0.4645589192708333,148,-7.70591726899147,0.9850366115570068,0.2,5.47691522538662,0.014953057,0.00025,0.05327787879650714,2.690825939178467
2224.0,953,-367.5990666200001,239616,39,251,0.3103434244791667,152,-7.8569592187802,0.9877176284790039,0.2,4.9021258900562925,0.016275505,0.00025,0.013670741934523297,2.71832013130188
2224.0,978,-373.62539999,245760,40,251,0.22713216145833334,156,-7.828027894099553,0.9902021884918213,0.2,3.6485742976268134,0.01353765,0.00025,0.005642867741698865,2.202925205230713
2224.0,1004,-379.46206663,251904,41,250,0.5456136067708334,160,-7.746468548973401,0.9907453656196594,0.2,3.811252767841021,0.095232986,0.00025,0.04459021504832587,1.5210270881652832
2224.0,1030,-388.72606662,258048,42,250,0.4443766276041667,164,-7.597517187396686,0.9885410666465759,0.2,4.404943153262138,0.013762253,0.00025,0.03744602684067407,1.512031078338623
2224.0,1055,-397.90306662,264192,43,250,0.3908284505208333,168,-7.571698258320491,0.9914624691009521,0.2,3.9132547763486705,0.019832382,0.00025,0.023879166794358753,0.8335369825363159
2224.0,1081,-407.6947332100001,270336,44,249,0.2176513671875,172,-7.647457202275594,0.9924412965774536,0.2,3.8737794160842896,0.01675861,0.00025,0.005014302866281166,1.1664973497390747
