time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,train/n_updates,train/clip_range,train/entropy_loss,train/learning_rate,train/approx_kl,train/clip_fraction,train/explained_variance,train/policy_gradient_loss,train/value_loss,train/loss
890880,5062,175,60.691945050000015,145,1229.17,576,0.2,-6.280055870612462,0.00025,0.028901806,0.39306640625,0.9459802508354187,0.009167005075141788,11.128648266196251,3.641125202178955
897024,5093,176,72.67697011,146,1213.51,580,0.2,-6.136487449208896,0.00025,0.04207158,0.3497721354166667,0.939919114112854,0.010840682957981093,17.246273507674534,4.624965667724609
903168,5121,176,83.79792012000001,147,1231.79,584,0.2,-6.162645061810811,0.00025,0.035102744,0.4040934244791667,0.9393323659896851,0.01685407687909901,16.653792530298233,6.399535179138184
909312,5156,176,79.04940008000001,148,1252.66,588,0.2,-6.226182341575623,0.00025,0.023380332,0.3378499348958333,0.9629970788955688,0.0068573460484913085,11.027335733175278,4.091121673583984
915456,5193,176,81.77033000999998,149,1284.24,592,0.2,-6.3620331684748335,0.00025,0.052042082,0.4004313151041667,0.9602240920066833,0.014142234038445167,8.886587619781494,2.633575201034546
921600,5225,176,82.72113501000001,150,1340.69,596,0.2,-6.082004164656003,0.00025,0.029827952,0.4301350911458333,0.959649920463562,0.018202321560238488,12.934778104225794,4.448661804199219
927744,5257,176,93.54565499999998,151,1412.51,600,0.2,-6.110356176892917,0.00025,0.037255842,0.394775390625,0.9613936543464661,0.008255809128362065,9.118300105134646,3.3760781288146973
933888,5287,176,95.16982995000002,152,1383.7,604,0.2,-6.084382742643356,0.00025,0.037386958,0.3104248046875,0.9686638712882996,0.011113368736308379,10.769597927729288,3.756359577178955
940032,5320,176,97.48077992000002,153,1382.89,608,0.2,-6.0061235676209135,0.00025,0.0372488,0.4613444010416667,0.9574751853942871,0.023314271730972298,13.99226442972819,5.215332984924316
946176,5360,176,103.57391497,154,1384.64,612,0.2,-6.045650253693263,0.00025,0.046961803,0.432861328125,0.9676903486251831,0.01756684570379245,10.458065191904703,5.7604169845581055
952320,5395,176,105.95879996999999,155,1389.76,616,0.2,-6.1308416823546095,0.00025,0.04365248,0.3707682291666667,0.9738225340843201,0.010299689032156797,7.0823090970516205,3.9558753967285156
958464,5430,176,103.65801997999999,156,1390.74,620,0.2,-6.242881928881009,0.00025,0.026276514,0.39306640625,0.9592902660369873,0.01091398259207684,8.010700459281603,2.648906946182251
964608,5463,176,86.71690502999999,157,1425.38,624,0.2,-6.234322398900986,0.00025,0.028910583,0.373291015625,0.9551085829734802,0.007663529715500772,10.623353148500124,3.9523518085479736
970752,5494,176,87.63403004999998,158,1458.88,628,0.2,-6.264212603370349,0.00025,0.0427103,0.3798828125,0.9261717796325684,0.01671392155306724,12.870504294832548,4.358231067657471
976896,5525,176,83.05582007,159,1488.5,632,0.2,-6.202766418457031,0.00025,0.029430037,0.3379720052083333,0.9654399156570435,0.004609274338387574,9.058204452196756,3.5946238040924072
983040,5555,176,79.02315004,160,1505.58,636,0.2,-6.432109773159027,0.00025,0.028470835,0.3918050130208333,0.9710927605628967,0.0069124744744234095,6.7694728920857115,2.2550504207611084
989184,5587,177,82.44266505999998,161,1437.36,640,0.2,-6.310693855086963,0.00025,0.051808428,0.4275309244791667,0.9566559195518494,0.009734324322683582,8.552115177114805,4.055927276611328
995328,5617,177,86.17109004000002,162,1430.55,644,0.2,-6.164396251241366,0.00025,0.043379277,0.3728434244791667,0.9688315391540527,0.009770227096547993,10.358767986297607,3.9751219749450684
1001472,5646,177,99.18844007,163,1430.7,648,0.2,-6.1645722687244415,0.00025,0.036465857,0.3353271484375,0.9748003482818604,0.00819323253138767,9.98555001616478,3.8950281143188477
