time/fps,time/iterations,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,train/loss,train/clip_fraction,train/value_loss,rollout/ep_rew_mean,train/explained_variance,train/approx_kl,train/learning_rate,train/entropy_loss,train/clip_range,train/policy_gradient_loss,train/n_updates
45,477,366336,8034,723.9,9.530827522277832,0.4778645833333333,10.015178355905745,9736.03,0.9311801791191101,0.09498069,0.00025,-5.42410671710968,0.2,0.026809084513742063,1428
45,478,367104,8040,729.65,3.896085739135742,0.4327256944444444,10.861024243964088,9779.68,0.9482982754707336,0.060833465,0.00025,-5.625915553834703,0.2,0.009858932785896791,1431
45,479,367872,8045,727.64,4.717606544494629,0.4739583333333333,9.889775978194344,9999.16,0.8981037735939026,0.058684945,0.00025,-5.684102581606971,0.2,0.040789866800575204,1434
45,480,368640,8050,727.81,5.923786163330078,0.5329861111111112,10.759917398293814,9963.51,0.9105445146560669,0.062246144,0.00025,-6.013201230102116,0.2,0.035562001116987735,1437
45,481,369408,8055,719.04,2.3789150714874268,0.4813368055555556,7.432219516899851,9812.79,0.9221650958061218,0.06203295,0.00025,-5.689418176809947,0.2,0.01783954487958302,1440
45,482,370176,8060,716.06,13.201719284057617,0.4822048611111111,11.803755508528816,9965.48,0.9194187521934509,0.048875794,0.00025,-5.952059335178799,0.2,0.025118263619434502,1443
45,483,370944,8065,708.44,7.3183465003967285,0.4587673611111111,9.420698003636467,10098.1,0.9369089603424072,0.06746185,0.00025,-6.073531183931562,0.2,0.023444015429251723,1446
46,484,371712,8070,706.97,6.017849922180176,0.4131944444444444,13.055691252152124,9829.57,0.9364492297172546,0.04938364,0.00025,-6.01997955640157,0.2,0.006879191612824798,1449
46,485,372480,8075,710.09,7.947375297546387,0.3967013888888889,26.26700205935372,9501.8,0.9320679903030396,0.051637758,0.00025,-6.004860169357723,0.2,0.015226514473195292,1452
46,486,373248,8081,712.54,11.148832321166992,0.4110243055555556,16.209236012564766,9606.17,0.947353184223175,0.07016391,0.00025,-5.970848990811242,0.2,0.0038117721754436693,1455
